Tweet,preprocessed,tokenizing,polarity_score,polarity
Namun menurut Direktur Jenderal Perkeretaapian Risal Wasal ada beberapa hal perbaikan termasuk penyempurnaan pada sistem software sehingga Uji Coba Operasional Terbatas LRT Jabodebek akan dihentikan sementara pada 17-20 Juli 2023.  #lrt #ujicobaterbataslrt #lrtjabodebek,direktur jenderal perkeretaapian risal wasal baik sempurna sistem software uji coba operasional batas light rail transit jabodebek henti juli light rail transit ujicobaterbataslrt lrtjabodebek,"['direktur', 'jenderal', 'perkeretaapian', 'risal', 'wasal', 'baik', 'sempurna', 'sistem', 'software', 'uji', 'coba', 'operasional', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'henti', 'juli', 'light', 'rail', 'transit', 'ujicobaterbataslrt', 'lrtjabodebek']",-4,negative
Direktorat Jenderal Perkeretaapian (DJKA) telah melakukan Rapat Evaluasi Penyelenggaraan Uji Coba Terbatas LRT Jabodebek Sabtu 15 Juli 2023.  #lrt #ujicobaterbataslrt #lrtjabodebek https://t.co/xdwUbR9iDZ,direktorat jenderal perkeretaapian djka rapat evaluasi selenggara uji coba batas light rail transit jabodebek sabtu juli light rail transit ujicobaterbataslrt lrtjabodebek,"['direktorat', 'jenderal', 'perkeretaapian', 'djka', 'rapat', 'evaluasi', 'selenggara', 'uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'sabtu', 'juli', 'light', 'rail', 'transit', 'ujicobaterbataslrt', 'lrtjabodebek']",0,neutral
Akibat penghentian sementara uji coba LRT Jabodebek untuk masyarakat umum diundur dari menjadi 29 Juli 2023.  Baca selengkapnya: https://t.co/aOvnX9aEgL #LRTJabodebek,akibat henti uji coba light rail transit jabodebek masyarakat undur juli baca lengkap lrtjabodebek,"['akibat', 'henti', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'masyarakat', 'undur', 'juli', 'baca', 'lengkap', 'lrtjabodebek']",-3,negative
Uji Coba LRT Jabodebek Dihentikan Ini Alasannya #DJKA #LRTJabodebek #UjiCobaLRT  https://t.co/j2VH0RJ7Mt https://t.co/7NBCMpTDxE,uji coba light rail transit jabodebek henti alas djka lrtjabodebek ujicobalrt,"['uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'henti', 'alas', 'djka', 'lrtjabodebek', 'ujicobalrt']",-2,negative
Kementerian Perhubungan menghentikan uji coba terbatas LRT Jabodebek mulai hari ini Senin (17/7). Apa alasannya?  Baca selengkapnya: https://t.co/doSsK15pyC #Berita #LRTJabodebek #KementerianPerhubungan #LRT https://t.co/9dJhH0Ihsl,menteri hubung henti uji coba batas light rail transit jabodebek senin alas baca lengkap berita lrtjabodebek kementerianperhubungan light rail transit,"['menteri', 'hubung', 'henti', 'uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'senin', 'alas', 'baca', 'lengkap', 'berita', 'lrtjabodebek', 'kementerianperhubungan', 'light', 'rail', 'transit']",-10,negative
Pelan pelan pak supir...  .  .  Loh ga ada supirnya 🫠🫠🫠 #LRTJabodebek https://t.co/0CeQXLcqng,pelan pelan supir lah tidak supirnya lrtjabodebek,"['pelan', 'pelan', 'supir', 'lah', 'tidak', 'supirnya', 'lrtjabodebek']",-5,negative
Apakah kaca jendela ini nantinya akan bernasib penuh tapak tapak tangan seperti commuterline? #LRTJabodebek https://t.co/p8EOe8Wzfq,kaca jendela nasib penuh tapak tapak tangan commuterline lrtjabodebek,"['kaca', 'jendela', 'nasib', 'penuh', 'tapak', 'tapak', 'tangan', 'commuterline', 'lrtjabodebek']",1,positive
Saat ini sudah dilakukan uji coba pengoperasiannya dan rencana operasional pada Agustus 2023 mendatang.  Siapa disini yang udah gak sabar ingin naik LRT Jabodebek ?  #LMAN #OptimalAsetnya #Asetnegara #IniPunya #UangKita #LRTjabodebek https://t.co/aO8tezIwqc,uji coba operasi rencana operasional agustus sudah tidak sabar light rail transit jabodebek lman optimalasetnya asetnegara inipunya uang kita lrtjabodebek,"['uji', 'coba', 'operasi', 'rencana', 'operasional', 'agustus', 'sudah', 'tidak', 'sabar', 'light', 'rail', 'transit', 'jabodebek', 'lman', 'optimalasetnya', 'asetnegara', 'inipunya', 'uang', 'kita', 'lrtjabodebek']",2,positive
LRT jadi transportasi alternatif warga ibu kota dan sekitarnya namun sayang kini di sejumlah stasiun LRT belum tersedia lahan parkir yang memadai. BZK  #RCTINews #SeputariNews #News #LRT #KAI #LRTJabodebek #LRTJakarta #TransportasiPublik #TransportasiJakarta #KeretaApi https://t.co/XJccL8jDr4,light rail transit transportasi alternatif warga kota sayang stasiun light rail transit sedia lahan parkir pada bzk rctinews seputarinews news light rail transit kau lrtjabodebek lrtjakarta transportasipublik transportasijakarta keretaapi,"['light', 'rail', 'transit', 'transportasi', 'alternatif', 'warga', 'kota', 'sayang', 'stasiun', 'light', 'rail', 'transit', 'sedia', 'lahan', 'parkir', 'pada', 'bzk', 'rctinews', 'seputarinews', 'news', 'light', 'rail', 'transit', 'kau', 'lrtjabodebek', 'lrtjakarta', 'transportasipublik', 'transportasijakarta', 'keretaapi']",-1,negative
Hai SohIB!  #LRTJabodebek mulai diuji coba penumpang pada 12 Juli-15 Agustus 2023.  Uji coba tsb dibagi dalam 2 tahap. Tahap 1 dilaksanakan mulai 12 Juli -26 Juli 2023. Tahap 2 akan dimulai pada 27 Juli-15 Agustus 2023.  #IndonesiaBaik #Kereta #Transportasi #KominfoNewsroom https://t.co/qDdFljkPuA,hai sahabat lrtjabodebek uji coba tumpang juli agustus uji coba sebut bagi tahap tahap laksana juli juli tahap juli agustus indonesiabaik kereta transportasi kominfonewsroom,"['hai', 'sahabat', 'lrtjabodebek', 'uji', 'coba', 'tumpang', 'juli', 'agustus', 'uji', 'coba', 'sebut', 'bagi', 'tahap', 'tahap', 'laksana', 'juli', 'juli', 'tahap', 'juli', 'agustus', 'indonesiabaik', 'kereta', 'transportasi', 'kominfonewsroom']",-2,negative
Singkatan Stasiun #LRTJabodebek : Kuningan = KUA Pancoran = PAN Cikoko = CKK Dukuh Atas = DKA Setiabudi = SET Rasuna Said = RAS Harjamukti = Har Ciracas = CRC Kp Rambutan = KAM Cawang = CWG Taman Mini = TMII Ciliwung = CIL,singkat stasiun lrtjabodebek kuningan kua pancoran kapan cikoko ckk dukuh dka setiabudi set rasuna said ras harjamukti har ciracas crc kp rambutan kamu cawang cwg taman mini taman mini indonesia indah ciliwung cil,"['singkat', 'stasiun', 'lrtjabodebek', 'kuningan', 'kua', 'pancoran', 'kapan', 'cikoko', 'ckk', 'dukuh', 'dka', 'setiabudi', 'set', 'rasuna', 'said', 'ras', 'harjamukti', 'har', 'ciracas', 'crc', 'kp', 'rambutan', 'kamu', 'cawang', 'cwg', 'taman', 'mini', 'taman', 'mini', 'indonesia', 'indah', 'ciliwung', 'cil']",0,neutral
Uji coba terbatas LRT Jabodebek akan dibagi dalam dua tahap. Tahap pertama akan dilaksanakan mulai 12 Juli sampai 26 Juli 2023. BZK  #iNews #News #LRT #UjiCobaLRT #LRTJabodebek #TransportasiPublik #LRTJakarta #KAI #KeretaApi #UjiCoba https://t.co/loT7ibtHAI,uji coba batas light rail transit jabodebek bagi tahap tahap laksana juli juli bzk inews news light rail transit ujicobalrt lrtjabodebek transportasipublik lrtjakarta kau keretaapi ujicoba,"['uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'bagi', 'tahap', 'tahap', 'laksana', 'juli', 'juli', 'bzk', 'inews', 'news', 'light', 'rail', 'transit', 'ujicobalrt', 'lrtjabodebek', 'transportasipublik', 'lrtjakarta', 'kau', 'keretaapi', 'ujicoba']",-3,negative
Mari terus bersinergi dan berkolaborasi untuk transportasi yang lebih baik. #ujicobaterbatas #lrtjabodebek #sinergidankolaborasi https://t.co/qdXKRSJAvy,mari sinergi kolaborasi transportasi ujicobaterbatas lrtjabodebek sinergidankolaborasi,"['mari', 'sinergi', 'kolaborasi', 'transportasi', 'ujicobaterbatas', 'lrtjabodebek', 'sinergidankolaborasi']",3,positive
Pendaftaran uji coba LRT Jabodebek rencananya akan dibuka kembali. Sebanyak 24.900 warga sudah terdaftar mengikuti uji coba tersebut pada 10 Juli 2023.  Baca selengkapnya: https://t.co/mQHPMykLzC #LRT #LRTJabodebek,daftar uji coba light rail transit jabodebek rencana buka warga daftar ikut uji coba juli baca lengkap light rail transit lrtjabodebek,"['daftar', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'rencana', 'buka', 'warga', 'daftar', 'ikut', 'uji', 'coba', 'juli', 'baca', 'lengkap', 'light', 'rail', 'transit', 'lrtjabodebek']",-4,negative
Masyarakat umum dapat mengikuti uji coba LRT Jabodebek mulai 27 Juli 2023. Namun demikian hanya masyarakat yang sudah melakukan registrasi pada link pendaftaran.  Baca selengkapnya: https://t.co/Gu5TVKkYf4 #LRTJabodebek #LRT,masyarakat ikut uji coba light rail transit jabodebek juli masyarakat registrasi link daftar baca lengkap lrtjabodebek light rail transit,"['masyarakat', 'ikut', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'juli', 'masyarakat', 'registrasi', 'link', 'daftar', 'baca', 'lengkap', 'lrtjabodebek', 'light', 'rail', 'transit']",-2,negative
Menhub Budi Karya Sumadi menyebutkan besaran tarif LRT Jabodebek berkisar Rp5 ribu - Rp25 ribu.   Nanti kita akan menghitung lagi tetapi tidak asal menghitung karena akan digunakan oleh masyarakat ujarnya.  Baca selengkapnya: https://t.co/Zh3vilP0Ta #Berita #LRTJabodebek https://t.co/iFCeDQSGcQ,menteri hubung budi karya sumadi besar tarif light rail transit jabodebek kisar rupiah ribu rupiah ribu hitung hitung masyarakat baca lengkap berita lrtjabodebek,"['menteri', 'hubung', 'budi', 'karya', 'sumadi', 'besar', 'tarif', 'light', 'rail', 'transit', 'jabodebek', 'kisar', 'rupiah', 'ribu', 'rupiah', 'ribu', 'hitung', 'hitung', 'masyarakat', 'baca', 'lengkap', 'berita', 'lrtjabodebek']",2,positive
Selanjutnya tahap kedua mulai 27 Juli s.d. 15 Agustus 2023 uji coba dapat diikuti oleh masyarakat yang telah  lebih dahulu melakukan pendaftaran. #LRTJabodebek #MerangkaiRel #MenghubungkanIndonesia,tahap juli si di agustus uji coba ikut masyarakat daftar lrtjabodebek merangkairel menghubungkanindonesia,"['tahap', 'juli', 'si', 'di', 'agustus', 'uji', 'coba', 'ikut', 'masyarakat', 'daftar', 'lrtjabodebek', 'merangkairel', 'menghubungkanindonesia']",-3,negative
Siapa disini yang udah gak sabar ingin naik LRT Jabodebek ?  #LMAN #OptimalAsetnya #Asetnegara #IniPunya #UangKita #LRTjabodebek,sudah tidak sabar light rail transit jabodebek lman optimalasetnya asetnegara inipunya uang kita lrtjabodebek,"['sudah', 'tidak', 'sabar', 'light', 'rail', 'transit', 'jabodebek', 'lman', 'optimalasetnya', 'asetnegara', 'inipunya', 'uang', 'kita', 'lrtjabodebek']",1,positive
Kemenhub Uji Coba LRT Jabodebek dari Stasiun Harjamukti Cimanggis Depok  #LRTJabodebek #StasiunHarjamukti #CiamnggisDepok #Depok #KotaDepok   https://t.co/FgIcxQNgdM via @tribunnews,kemenhub uji coba light rail transit jabodebek stasiun harjamukti cimanggis depok lrtjabodebek stasiunharjamukti ciamnggisdepok depok kotadepok via,"['kemenhub', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'stasiun', 'harjamukti', 'cimanggis', 'depok', 'lrtjabodebek', 'stasiunharjamukti', 'ciamnggisdepok', 'depok', 'kotadepok', 'via']",2,positive
Link Dibuka Hanya Beberapa Jam Warga Kecewa Tak Bisa Ikut Uji Coba LRT Jabodebek https://t.co/iVA1N0lh6R #LRTJabodebek,link buka jam warga kecewa uji coba light rail transit jabodebek lrtjabodebek,"['link', 'buka', 'jam', 'warga', 'kecewa', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'lrtjabodebek']",2,positive
Link Daftar LRT Jabodebek Rute dan Harga Tiket https://t.co/1ayi508ACO #LRTJabodebek,link daftar light rail transit jabodebek rute harga tiket lrtjabodebek,"['link', 'daftar', 'light', 'rail', 'transit', 'jabodebek', 'rute', 'harga', 'tiket', 'lrtjabodebek']",-1,negative
Kuota pendaftaran uji coba LRT Jabodebek dengan tarif Rp1 sudah penuh usai dibuka Senin (10/7).  Meski begitu pihak LRT Jabodebek meminta masyarakat untuk menantikan event selanjutnya.  Baca selengkapnya: https://t.co/SIgCFtk3eR #Berita #LRTJabodebek #LRT https://t.co/qS5xwLL7JT,kuota daftar uji coba light rail transit jabodebek tarif rupiah penuh buka senin light rail transit jabodebek masyarakat event baca lengkap berita lrtjabodebek light rail transit,"['kuota', 'daftar', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'tarif', 'rupiah', 'penuh', 'buka', 'senin', 'light', 'rail', 'transit', 'jabodebek', 'masyarakat', 'event', 'baca', 'lengkap', 'berita', 'lrtjabodebek', 'light', 'rail', 'transit']",-5,negative
Cara Daftar Uji Coba LRT Jabodebek Tarifnya Hanya Rp 1  #LRT #LRTJabodebek #UjiCoba #Tarif #BeritaSatu #BUniverse  https://t.co/k65I8nnuPP,daftar uji coba light rail transit jabodebek tarif rupiah light rail transit lrtjabodebek ujicoba tarif berita satu buniverse,"['daftar', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'tarif', 'rupiah', 'light', 'rail', 'transit', 'lrtjabodebek', 'ujicoba', 'tarif', 'berita', 'satu', 'buniverse']",-2,negative
LRT Jabodebek Diuji Coba Rabu Ini Pengamat Ingatkan Keselamatan Penumpang di Kereta Tanpa Masinis  #lrtjabodebek #LRT #kereta    https://t.co/pGKTFbBfJl,light rail transit jabodebek uji coba rabu amat ingat selamat tumpang kereta masinis lrtjabodebek light rail transit kereta,"['light', 'rail', 'transit', 'jabodebek', 'uji', 'coba', 'rabu', 'amat', 'ingat', 'selamat', 'tumpang', 'kereta', 'masinis', 'lrtjabodebek', 'light', 'rail', 'transit', 'kereta']",2,positive
Apa LRT Jabodebek Efektif  #lrt #lrtjabodebek #jabodebek https://t.co/OJSo85qsoQ https://t.co/8njqW4XbsT,light rail transit jabodebek efektif light rail transit lrtjabodebek jabodebek,"['light', 'rail', 'transit', 'jabodebek', 'efektif', 'light', 'rail', 'transit', 'lrtjabodebek', 'jabodebek']",5,positive
Bukan Jakarta! Kota terpadat di dunia! https://t.co/eZaNQi474w  #jakarta #Indonesia #IndonesiaMaju #LRT #lrtjabodebek #jabodebek #jabodetabek #mrtjakarta #lrtjakarta #shorts #ytshorts #YouTube #youtubeshorts,jakarta kota padat dunia jakarta indonesia indonesiamaju light rail transit lrtjabodebek jabodebek jabodetabek mrtjakarta lrtjakarta shorts ytshorts youtube youtubeshorts,"['jakarta', 'kota', 'padat', 'dunia', 'jakarta', 'indonesia', 'indonesiamaju', 'light', 'rail', 'transit', 'lrtjabodebek', 'jabodebek', 'jabodetabek', 'mrtjakarta', 'lrtjakarta', 'shorts', 'ytshorts', 'youtube', 'youtubeshorts']",-2,negative
Buat kamu yang ingin mencoba LRT Jabodebek dengan Rp 1 buruan isi form di akun media sosial resmi.  Uji coba LRT Jabodebek akan dimulai 12 Juli mendatang. Manajer Humas LRT Kuswardojo mengatakan uji coba hanya untuk 600 penumpang.  #lrtjabodebek #ujicobalrt #bekasi #cibubur https://t.co/NEHooK1SjG,coba light rail transit jabodebek rupiah buru isi borang akun media sosial resmi uji coba light rail transit jabodebek juli manajer humas light rail transit kuswardojo uji coba tumpang lrtjabodebek ujicobalrt bekas cibubur,"['coba', 'light', 'rail', 'transit', 'jabodebek', 'rupiah', 'buru', 'isi', 'borang', 'akun', 'media', 'sosial', 'resmi', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'juli', 'manajer', 'humas', 'light', 'rail', 'transit', 'kuswardojo', 'uji', 'coba', 'tumpang', 'lrtjabodebek', 'ujicobalrt', 'bekas', 'cibubur']",7,positive
Jangan Lupa! Uji Coba LRT Jabodebek 2 Hari Lagi: Ini Cara Daftar dan Tarifnya   https://t.co/Novnm84wRM  #LRTJabodebek #transportasi,lupa uji coba light rail transit jabodebek daftar tarif lrtjabodebek transportasi,"['lupa', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'daftar', 'tarif', 'lrtjabodebek', 'transportasi']",-2,negative
Yuk jangan lupa untuk daftar dan nikmati akses untuk uji coba LRT Jabodebek ya.  #LRT #UjiCobaLRT #LRTJabodebek #BekasiKeren #KotaBekasi #KotaBekasiKeren #MediaBekasi #MediaKreatifBekasi https://t.co/4W1G2YLRVu,yuk lupa daftar nikmat akses uji coba light rail transit jabodebek ya light rail transit ujicobalrt lrtjabodebek bekasikeren kotabekasi kotabekasikeren mediabekasi mediakreatifbekasi,"['yuk', 'lupa', 'daftar', 'nikmat', 'akses', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'ya', 'light', 'rail', 'transit', 'ujicobalrt', 'lrtjabodebek', 'bekasikeren', 'kotabekasi', 'kotabekasikeren', 'mediabekasi', 'mediakreatifbekasi']",7,positive
Pendaftaran uji coba LRT Jabodebek secara terbatas telah dibuka mulai hari ini Senin 10 Juli 2023. Begini cara daftarnya. #LRTJabodebek #Rp1 https://t.co/bOhPW03msD,daftar uji coba light rail transit jabodebek batas buka senin juli daftar lrtjabodebek rupiah,"['daftar', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'batas', 'buka', 'senin', 'juli', 'daftar', 'lrtjabodebek', 'rupiah']",-5,negative
LRT Jabodebek Beroperasi Terbatas 12 Juli Siap-siap! #lrtjabodebek #lrtjakarta #lrt #transporartasipublik https://t.co/k23ALcF11J,light rail transit jabodebek operasi batas juli lrtjabodebek lrtjakarta light rail transit transporartasipublik,"['light', 'rail', 'transit', 'jabodebek', 'operasi', 'batas', 'juli', 'lrtjabodebek', 'lrtjakarta', 'light', 'rail', 'transit', 'transporartasipublik']",-2,negative
"Hi teman Raina!   Tahukah kamu OCC memiliki cadangan""? Simak postingannya yaa teman semua!   #LRTJabodebek #SmartTravelLiveBetter https://t.co/lLNzyd2mYJ""",hi teman raina tahu occ milik cadang simak postingannya ya teman lrtjabodebek smarttravellivebetter,"['hi', 'teman', 'raina', 'tahu', 'occ', 'milik', 'cadang', 'simak', 'postingannya', 'ya', 'teman', 'lrtjabodebek', 'smarttravellivebetter']",-3,negative
Uji coba @lrtjabodebek dengan penumpang akan dilaksanakan selama hampir satu bulan dimulai dari tanggal 12 Juli hingga 15 Agustus 2023. Masyarakat yang tertarik untuk naik #LRTJabodebek dapat mendaftar secara online mulai tanggal 10 Juli 2023.  https://t.co/cws2O23yPe,uji coba tumpang laksana tanggal juli agustus masyarakat tarik lrtjabodebek daftar online tanggal juli,"['uji', 'coba', 'tumpang', 'laksana', 'tanggal', 'juli', 'agustus', 'masyarakat', 'tarik', 'lrtjabodebek', 'daftar', 'online', 'tanggal', 'juli']",-6,negative
Cara Daftar Uji Coba LRT Jabodebek Beserta Rute yang dilalui #lrt #lrtjabodebek  https://t.co/oXuBBaYYQk,daftar uji coba light rail transit jabodebek serta rute light rail transit lrtjabodebek,"['daftar', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'serta', 'rute', 'light', 'rail', 'transit', 'lrtjabodebek']",0,neutral
Cara Daftar Soft Launching LRT Jabodebek Tarif Rp1 #ThePhraseID #LRT #LRTJabodebek #SoftlaunchingLRT #MRT #TransportasiUmum https://t.co/1QGeBjmhYd,daftar lembut launching light rail transit jabodebek tarif rupiah thephraseid light rail transit lrtjabodebek softlaunchinglrt mrt transportasiumum,"['daftar', 'lembut', 'launching', 'light', 'rail', 'transit', 'jabodebek', 'tarif', 'rupiah', 'thephraseid', 'light', 'rail', 'transit', 'lrtjabodebek', 'softlaunchinglrt', 'mrt', 'transportasiumum']",-2,negative
Hi teman Raina!   Ada yang tau nama fasilitas apa yang ada di gambar? Tebak yuk!   #LRTJabodebek #SmartTravelLiveBetter https://t.co/cL3DNKRFpm,hi teman raina tau nama fasilitas gambar tebak yuk lrtjabodebek smarttravellivebetter,"['hi', 'teman', 'raina', 'tau', 'nama', 'fasilitas', 'gambar', 'tebak', 'yuk', 'lrtjabodebek', 'smarttravellivebetter']",3,positive
Hi teman Raina!   Nih buat yang sering bertanya terkait kapan uji coba dan kapan mulai bisa naik LRT Jabodebek yuk simak videonya!   #LRTJabodebek #SmartTravelLiveBetter https://t.co/91luvfLPa0,hi teman raina nih kait uji coba light rail transit jabodebek yuk simak video lrtjabodebek smarttravellivebetter,"['hi', 'teman', 'raina', 'nih', 'kait', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'yuk', 'simak', 'video', 'lrtjabodebek', 'smarttravellivebetter']",6,positive
